row,compound_id,kpuu,true_label,heuristic_class,eps,mlasp,cost,uses_kpuu,freq,seed,n_iter
4,SYN-0004,0.2724,0,promising,1.0,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,1,1004,2000
5,SYN-0005,0.2738,0,non_promising,0.0,"[""1uM_PgP""; ""100nM_BCRP""]",800.0,false,4,1005,2000
5,SYN-0005,0.2738,0,non_promising,0.1,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,3,1005,2000
5,SYN-0005,0.2738,0,non_promising,0.2,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,2,1005,2000
5,SYN-0005,0.2738,0,non_promising,0.3,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,4,1005,2000
5,SYN-0005,0.2738,0,non_promising,0.4,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,1,1005,2000
5,SYN-0005,0.2738,0,non_promising,0.5,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,2,1005,2000
5,SYN-0005,0.2738,0,non_promising,0.6,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,1,1005,2000
5,SYN-0005,0.2738,0,non_promising,0.9,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,2,1005,2000
6,SYN-0006,1.0,1,promising,0.0,"[""kpuu""]",4000.0,true,8,1006,2000
6,SYN-0006,1.0,1,promising,0.1,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,3,1006,2000
6,SYN-0006,1.0,1,promising,0.2,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,3,1006,2000
6,SYN-0006,1.0,1,promising,0.3,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,3,1006,2000
6,SYN-0006,1.0,1,promising,0.4,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,2,1006,2000
6,SYN-0006,1.0,1,promising,0.5,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,2,1006,2000
6,SYN-0006,1.0,1,promising,0.6,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,4,1006,2000
6,SYN-0006,1.0,1,promising,0.7,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,2,1006,2000
6,SYN-0006,1.0,1,promising,0.8,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,2,1006,2000
6,SYN-0006,1.0,1,promising,0.9,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,2,1006,2000
6,SYN-0006,1.0,1,promising,1.0,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,1,1006,2000
7,SYN-0007,1.0,1,borderline,0.0,"[""kpuu""]",4000.0,true,10,1007,2000
7,SYN-0007,1.0,1,borderline,0.1,"[""kpuu""]",4000.0,true,3,1007,2000
7,SYN-0007,1.0,1,borderline,0.2,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,5,1007,2000
7,SYN-0007,1.0,1,borderline,0.3,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,3,1007,2000
7,SYN-0007,1.0,1,borderline,0.4,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,3,1007,2000
7,SYN-0007,1.0,1,borderline,0.5,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,2,1007,2000
7,SYN-0007,1.0,1,borderline,0.6,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,2,1007,2000
7,SYN-0007,1.0,1,borderline,0.7,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,3,1007,2000
7,SYN-0007,1.0,1,borderline,0.8,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,3,1007,2000
7,SYN-0007,1.0,1,borderline,0.9,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,1,1007,2000
8,SYN-0008,0.0799,0,non_promising,0.0,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,2,1008,2000
9,SYN-0009,0.1016,0,borderline,0.0,"[""kpuu""]",4000.0,true,8,1009,2000
9,SYN-0009,0.1016,0,borderline,0.1,"[""100nM_BCRP""]",400.0,false,4,1009,2000
9,SYN-0009,0.1016,0,borderline,0.2,"[""100nM_BCRP""]",400.0,false,4,1009,2000
9,SYN-0009,0.1016,0,borderline,0.3,"[""100nM_BCRP""]",400.0,false,4,1009,2000
9,SYN-0009,0.1016,0,borderline,0.4,"[""100nM_BCRP""]",400.0,false,1,1009,2000
9,SYN-0009,0.1016,0,borderline,0.5,"[""100nM_BCRP""]",400.0,false,1,1009,2000
9,SYN-0009,0.1016,0,borderline,0.6,"[""100nM_BCRP""]",400.0,false,1,1009,2000
9,SYN-0009,0.1016,0,borderline,0.7,"[""100nM_BCRP""]",400.0,false,2,1009,2000
9,SYN-0009,0.1016,0,borderline,0.8,"[""100nM_BCRP""]",400.0,false,1,1009,2000
9,SYN-0009,0.1016,0,borderline,0.9,"[""100nM_BCRP""]",400.0,false,1,1009,2000
9,SYN-0009,0.1016,0,borderline,1.0,"[""100nM_BCRP""]",400.0,false,3,1009,2000
10,SYN-0010,0.0839,0,borderline,0.0,"[""kpuu""]",4000.0,true,10,1010,2000
10,SYN-0010,0.0839,0,borderline,0.1,"[""kpuu""]",4000.0,true,3,1010,2000
10,SYN-0010,0.0839,0,borderline,0.2,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,5,1010,2000
10,SYN-0010,0.0839,0,borderline,0.3,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,2,1010,2000
10,SYN-0010,0.0839,0,borderline,0.4,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,7,1010,2000
10,SYN-0010,0.0839,0,borderline,0.5,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,1,1010,2000
10,SYN-0010,0.0839,0,borderline,0.7,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,1,1010,2000
10,SYN-0010,0.0839,0,borderline,0.9,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,1,1010,2000
10,SYN-0010,0.0839,0,borderline,1.0,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,1,1010,2000
11,SYN-0011,0.647,1,promising,0.0,"[""100nM_BCRP""]",400.0,false,4,1011,2000
11,SYN-0011,0.647,1,promising,0.1,"[""1uM_PgP""; ""100nM_BCRP""]",800.0,false,6,1011,2000
11,SYN-0011,0.647,1,promising,0.2,"[""1uM_PgP""; ""100nM_BCRP""]",800.0,false,2,1011,2000
11,SYN-0011,0.647,1,promising,0.3,"[""100nM_BCRP""]",400.0,false,3,1011,2000
11,SYN-0011,0.647,1,promising,0.4,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,2,1011,2000
11,SYN-0011,0.647,1,promising,0.5,"[""100nM_BCRP""]",400.0,false,2,1011,2000
11,SYN-0011,0.647,1,promising,0.6,"[""100nM_BCRP""]",400.0,false,1,1011,2000
11,SYN-0011,0.647,1,promising,0.7,"[""100nM_BCRP""]",400.0,false,4,1011,2000
11,SYN-0011,0.647,1,promising,0.8,"[""100nM_BCRP""]",400.0,false,1,1011,2000
11,SYN-0011,0.647,1,promising,0.9,"[""100nM_BCRP""]",400.0,false,2,1011,2000
12,SYN-0012,0.0932,0,non_promising,0.0,"[""kpuu""]",4000.0,true,10,1012,2000
12,SYN-0012,0.0932,0,non_promising,0.1,"[""1uM_PgP""]",400.0,false,5,1012,2000
12,SYN-0012,0.0932,0,non_promising,0.10661936314283364,,0.0,false,10,1012,2000
13,SYN-0013,0.3063,0,non_promising,0.0,"[""100nM_PgP""]",400.0,false,4,1013,2000
13,SYN-0013,0.3063,0,non_promising,0.1,"[""kpuu""; ""100nM_BCRP""]",4400.0,true,2,1013,2000
13,SYN-0013,0.3063,0,non_promising,0.2,"[""100nM_BCRP""]",400.0,false,3,1013,2000
13,SYN-0013,0.3063,0,non_promising,0.3,"[""100nM_BCRP""]",400.0,false,2,1013,2000
13,SYN-0013,0.3063,0,non_promising,0.4,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,1,1013,2000
13,SYN-0013,0.3063,0,non_promising,0.6,"[""100nM_BCRP""]",400.0,false,1,1013,2000
13,SYN-0013,0.3063,0,non_promising,0.7,"[""100nM_PgP""]",400.0,false,1,1013,2000
13,SYN-0013,0.3063,0,non_promising,0.9,"[""100nM_PgP""]",400.0,false,1,1013,2000
13,SYN-0013,0.3063,0,non_promising,1.0,"[""100nM_PgP""]",400.0,false,1,1013,2000
14,SYN-0014,0.2077,0,non_promising,0.0,"[""kpuu""]",4000.0,true,9,1014,2000
14,SYN-0014,0.2077,0,non_promising,0.1,"[""100nM_PgP""]",400.0,false,7,1014,2000
14,SYN-0014,0.2077,0,non_promising,0.2,"[""100nM_PgP""]",400.0,false,4,1014,2000
14,SYN-0014,0.2077,0,non_promising,0.3,"[""1uM_PgP""]",400.0,false,4,1014,2000
15,SYN-0015,0.3618,0,non_promising,0.0,"[""kpuu""; ""100nM_BCRP""]",4400.0,true,4,1015,2000
15,SYN-0015,0.3618,0,non_promising,0.1,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,3,1015,2000
15,SYN-0015,0.3618,0,non_promising,0.2,"[""1uM_PgP""]",400.0,false,4,1015,2000
15,SYN-0015,0.3618,0,non_promising,0.3,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,2,1015,2000
15,SYN-0015,0.3618,0,non_promising,0.4,"[""1uM_PgP""]",400.0,false,3,1015,2000
15,SYN-0015,0.3618,0,non_promising,0.5,"[""100nM_PgP""]",400.0,false,1,1015,2000
15,SYN-0015,0.3618,0,non_promising,0.6,"[""100nM_PgP""]",400.0,false,4,1015,2000
15,SYN-0015,0.3618,0,non_promising,0.7,"[""100nM_PgP""]",400.0,false,2,1015,2000
15,SYN-0015,0.3618,0,non_promising,0.8,"[""100nM_PgP""]",400.0,false,1,1015,2000
15,SYN-0015,0.3618,0,non_promising,0.9,"[""100nM_PgP""]",400.0,false,1,1015,2000
15,SYN-0015,0.3618,0,non_promising,1.0,"[""1uM_PgP""]",400.0,false,2,1015,2000
16,SYN-0016,0.002,0,non_promising,0.0,"[""kpuu""; ""1uM_PgP""; ""100nM_BCRP""]",4800.0,true,2,1016,2000
17,SYN-0017,1.0,1,promising,0.0,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,4,1017,2000
17,SYN-0017,1.0,1,promising,0.1,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,3,1017,2000
17,SYN-0017,1.0,1,promising,0.2,"[""1uM_PgP""; ""100nM_BCRP""]",800.0,false,3,1017,2000
17,SYN-0017,1.0,1,promising,0.3,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,3,1017,2000
17,SYN-0017,1.0,1,promising,0.4,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,3,1017,2000
17,SYN-0017,1.0,1,promising,0.5,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,2,1017,2000
17,SYN-0017,1.0,1,promising,0.6,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,2,1017,2000
17,SYN-0017,1.0,1,promising,0.7,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,1,1017,2000
17,SYN-0017,1.0,1,promising,0.8,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,1,1017,2000
17,SYN-0017,1.0,1,promising,0.9,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,1,1017,2000
17,SYN-0017,1.0,1,promising,1.0,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,1,1017,2000
18,SYN-0018,0.0854,0,promising,0.0,"[""kpuu""]",4000.0,true,4,1018,2000
18,SYN-0018,0.0854,0,promising,0.1,"[""kpuu""]",4000.0,true,7,1018,2000
18,SYN-0018,0.0854,0,promising,0.2,"[""kpuu""]",4000.0,true,4,1018,2000
18,SYN-0018,0.0854,0,promising,0.3,"[""1uM_PgP""; ""100nM_BCRP""]",800.0,false,3,1018,2000
18,SYN-0018,0.0854,0,promising,0.4,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,4,1018,2000
18,SYN-0018,0.0854,0,promising,0.5,"[""1uM_PgP""]",400.0,false,2,1018,2000
18,SYN-0018,0.0854,0,promising,0.6,"[""1uM_PgP""]",400.0,false,3,1018,2000
18,SYN-0018,0.0854,0,promising,0.7,"[""1uM_PgP""]",400.0,false,3,1018,2000
18,SYN-0018,0.0854,0,promising,0.8,"[""1uM_PgP""]",400.0,false,2,1018,2000
18,SYN-0018,0.0854,0,promising,1.0,"[""1uM_PgP""]",400.0,false,1,1018,2000
19,SYN-0019,1.0,1,promising,0.0,"[""kpuu""]",4000.0,true,10,1019,2000
19,SYN-0019,1.0,1,promising,0.1,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,8,1019,2000
19,SYN-0019,1.0,1,promising,0.2,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,2,1019,2000
19,SYN-0019,1.0,1,promising,0.3,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,3,1019,2000
19,SYN-0019,1.0,1,promising,0.4,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,4,1019,2000
19,SYN-0019,1.0,1,promising,0.5,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,1,1019,2000
19,SYN-0019,1.0,1,promising,0.6,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,1,1019,2000
19,SYN-0019,1.0,1,promising,0.7,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,1,1019,2000
19,SYN-0019,1.0,1,promising,0.8,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,3,1019,2000
19,SYN-0019,1.0,1,promising,1.0,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,1,1019,2000
20,SYN-0020,0.1702,0,non_promising,0.0,"[""kpuu""; ""1uM_PgP""]",4400.0,true,3,1020,2000
20,SYN-0020,0.1702,0,non_promising,0.1,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,3,1020,2000
20,SYN-0020,0.1702,0,non_promising,0.2,"[""1uM_PgP""]",400.0,false,4,1020,2000
20,SYN-0020,0.1702,0,non_promising,0.3,"[""1uM_PgP""]",400.0,false,3,1020,2000
20,SYN-0020,0.1702,0,non_promising,0.4,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,2,1020,2000
20,SYN-0020,0.1702,0,non_promising,0.5,"[""100nM_PgP""]",400.0,false,3,1020,2000
20,SYN-0020,0.1702,0,non_promising,0.6,"[""100nM_PgP""]",400.0,false,1,1020,2000
20,SYN-0020,0.1702,0,non_promising,0.7,"[""100nM_PgP""]",400.0,false,1,1020,2000
20,SYN-0020,0.1702,0,non_promising,0.8,"[""1uM_PgP""]",400.0,false,1,1020,2000
20,SYN-0020,0.1702,0,non_promising,0.9,"[""1uM_PgP""]",400.0,false,2,1020,2000
20,SYN-0020,0.1702,0,non_promising,1.0,"[""100nM_PgP""]",400.0,false,1,1020,2000
21,SYN-0021,0.647,1,borderline,0.0,"[""kpuu""]",4000.0,true,9,1021,2000
21,SYN-0021,0.647,1,borderline,0.1,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,5,1021,2000
21,SYN-0021,0.647,1,borderline,0.2,"[""100nM_BCRP""]",400.0,false,1,1021,2000
21,SYN-0021,0.647,1,borderline,0.3,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,2,1021,2000
21,SYN-0021,0.647,1,borderline,0.4,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,2,1021,2000
21,SYN-0021,0.647,1,borderline,0.5,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,3,1021,2000
21,SYN-0021,0.647,1,borderline,0.6,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,1,1021,2000
21,SYN-0021,0.647,1,borderline,0.7,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,3,1021,2000
21,SYN-0021,0.647,1,borderline,0.9,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,1,1021,2000
22,SYN-0022,0.1055,0,promising,0.0,"[""kpuu""]",4000.0,true,9,1022,2000
22,SYN-0022,0.1055,0,promising,0.1,"[""100nM_PgP""]",400.0,false,3,1022,2000
22,SYN-0022,0.1055,0,promising,0.2,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,5,1022,2000
22,SYN-0022,0.1055,0,promising,0.3,"[""100nM_BCRP""]",400.0,false,6,1022,2000
22,SYN-0022,0.1055,0,promising,0.4,"[""100nM_BCRP""]",400.0,false,4,1022,2000
22,SYN-0022,0.1055,0,promising,0.5,"[""1uM_PgP""]",400.0,false,3,1022,2000
22,SYN-0022,0.1055,0,promising,0.6,"[""100nM_BCRP""]",400.0,false,1,1022,2000
23,SYN-0023,0.27,0,promising,0.0,"[""kpuu""]",4000.0,true,10,1023,2000
23,SYN-0023,0.27,0,promising,0.1,"[""kpuu""]",4000.0,true,3,1023,2000
23,SYN-0023,0.27,0,promising,0.2,"[""100nM_PgP""]",400.0,false,1,1023,2000
23,SYN-0023,0.27,0,promising,0.3,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,7,1023,2000
23,SYN-0023,0.27,0,promising,0.4,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,3,1023,2000
23,SYN-0023,0.27,0,promising,0.5,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,5,1023,2000
23,SYN-0023,0.27,0,promising,0.6,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,2,1023,2000
23,SYN-0023,0.27,0,promising,0.7,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,2,1023,2000
23,SYN-0023,0.27,0,promising,0.8,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,2,1023,2000
23,SYN-0023,0.27,0,promising,0.9,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,3,1023,2000
23,SYN-0023,0.27,0,promising,1.0,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,2,1023,2000
24,SYN-0024,1.0,1,promising,0.0,"[""kpuu""; ""1uM_PgP""]",4400.0,true,4,1024,2000
24,SYN-0024,1.0,1,promising,0.1,"[""kpuu""]",4000.0,true,7,1024,2000
24,SYN-0024,1.0,1,promising,0.2,"[""kpuu""]",4000.0,true,1,1024,2000
24,SYN-0024,1.0,1,promising,0.3,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,3,1024,2000
24,SYN-0024,1.0,1,promising,0.4,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,2,1024,2000
24,SYN-0024,1.0,1,promising,0.5,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,2,1024,2000
24,SYN-0024,1.0,1,promising,0.6,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,1,1024,2000
24,SYN-0024,1.0,1,promising,0.7,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,2,1024,2000
24,SYN-0024,1.0,1,promising,1.0,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,4,1024,2000
25,SYN-0025,1.0,1,non_promising,0.0,"[""100nM_PgP""; ""kpuu""; ""100nM_BCRP""]",4800.0,true,3,1025,2000
25,SYN-0025,1.0,1,non_promising,0.1,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,5,1025,2000
25,SYN-0025,1.0,1,non_promising,0.2,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,2,1025,2000
25,SYN-0025,1.0,1,non_promising,0.3,"[""100nM_PgP""; ""1uM_PgP""]",800.0,false,3,1025,2000
25,SYN-0025,1.0,1,non_promising,0.4,"[""1uM_PgP""; ""100nM_BCRP""]",800.0,false,3,1025,2000
25,SYN-0025,1.0,1,non_promising,0.5,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,3,1025,2000
25,SYN-0025,1.0,1,non_promising,0.7,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,2,1025,2000
25,SYN-0025,1.0,1,non_promising,0.8,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,1,1025,2000
25,SYN-0025,1.0,1,non_promising,0.9,"[""1uM_PgP""; ""100nM_BCRP""]",800.0,false,2,1025,2000
25,SYN-0025,1.0,1,non_promising,1.0,"[""100nM_PgP""; ""100nM_BCRP""]",800.0,false,1,1025,2000
26,SYN-0026,0.0546,0,non_promising,0.0,"[""100nM_PgP""]",400.0,false,2,1026,2000
27,SYN-0027,0.0092,0,non_promising,0.0,"[""kpuu""; ""1uM_PgP""]",4400.0,true,4,1027,2000
27,SYN-0027,0.0092,0,non_promising,0.1,"[""100nM_BCRP""]",400.0,false,4,1027,2000
27,SYN-0027,0.0092,0,non_promising,0.2,"[""100nM_BCRP""]",400.0,false,2,1027,2000
27,SYN-0027,0.0092,0,non_promising,0.3,"[""100nM_BCRP""]",400.0,false,3,1027,2000
27,SYN-0027,0.0092,0,non_promising,0.4,"[""100nM_BCRP""]",400.0,false,3,1027,2000
27,SYN-0027,0.0092,0,non_promising,0.8,"[""100nM_PgP""]",400.0,false,1,1027,2000
27,SYN-0027,0.0092,0,non_promising,0.9,"[""100nM_BCRP""]",400.0,false,1,1027,2000
27,SYN-0027,0.0092,0,non_promising,1.0,"[""100nM_PgP""]",400.0,false,1,1027,2000
28,SYN-0028,1.0,1,promising,0.0,"[""kpuu""]",4000.0,true,9,1028,2000
28,SYN-0028,1.0,1,promising,0.1,"[""kpuu""]",4000.0,true,2,1028,2000
28,SYN-0028,1.0,1,promising,0.2,"[""kpuu""]",4000.0,true,3,1028,2000
28,SYN-0028,1.0,1,promising,0.3,"[""kpuu""]",4000.0,true,1,1028,2000
28,SYN-0028,1.0,1,promising,0.4,"[""kpuu""]",4000.0,true,1,1028,2000
28,SYN-0028,1.0,1,promising,0.5,"[""kpuu""]",4000.0,true,3,1028,2000
28,SYN-0028,1.0,1,promising,0.6,"[""kpuu""]",4000.0,true,2,1028,2000
28,SYN-0028,1.0,1,promising,0.7,"[""kpuu""]",4000.0,true,2,1028,2000
28,SYN-0028,1.0,1,promising,0.8,"[""kpuu""]",4000.0,true,1,1028,2000
29,SYN-0029,0.2916,0,promising,0.0,"[""kpuu""]",4000.0,true,5,1029,2000
29,SYN-0029,0.2916,0,promising,0.1,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,5,1029,2000
29,SYN-0029,0.2916,0,promising,0.2,"[""1uM_PgP""; ""100nM_BCRP""]",800.0,false,3,1029,2000
29,SYN-0029,0.2916,0,promising,0.3,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,4,1029,2000
29,SYN-0029,0.2916,0,promising,0.4,"[""100nM_PgP""; ""1uM_PgP""; ""100nM_BCRP""]",1200.0,false,1,1029,2000
